Meldedatum;BundeslandID;Bundesland;NormalBettenBelCovid19;IntensivBettenKapGes;IntensivBettenBelCovid19;IntensivBettenBelNichtCovid19;IntensivBettenFrei;TestGesamt
28.06.2022 00:00:00;3;Niederösterreich;187;329;6;222;101;39513740
28.06.2022 00:00:00;4;Oberösterreich;119;333;1;179;153;24539832
28.06.2022 00:00:00;5;Salzburg;48;132;1;97;34;10640703
28.06.2022 00:00:00;6;Steiermark;94;346;8;232;106;21098196
28.06.2022 00:00:00;7;Tirol;75;178;2;125;51;9590745
28.06.2022 00:00:00;8;Vorarlberg;18;52;2;25;25;7088523
28.06.2022 00:00:00;9;Wien;176;489;23;244;222;65808360
28.06.2022 00:00:00;10;Österreich;795;2089;47;1270;772;190225970
29.06.2022 00:00:00;1;Burgenland;33;60;2;36;22;5321604
29.06.2022 00:00:00;2;Kärnten;50;168;2;117;49;6629884
29.06.2022 00:00:00;3;Niederösterreich;197;329;1;227;101;39558194
29.06.2022 00:00:00;4;Oberösterreich;126;333;6;182;145;24544528
29.06.2022 00:00:00;5;Salzburg;43;132;0;106;26;10642798
29.06.2022 00:00:00;6;Steiermark;94;342;10;236;96;21128634
29.06.2022 00:00:00;7;Tirol;66;175;1;130;44;9594203
29.06.2022 00:00:00;8;Vorarlberg;21;52;2;30;20;7090629
29.06.2022 00:00:00;9;Wien;179;489;23;244;222;65884970
29.06.2022 00:00:00;10;Österreich;809;2080;47;1308;725;190395444
30.06.2022 00:00:00;1;Burgenland;32;60;3;37;20;5325363
30.06.2022 00:00:00;2;Kärnten;53;170;0;121;49;6632493
30.06.2022 00:00:00;3;Niederösterreich;190;329;4;227;98;39564628
30.06.2022 00:00:00;4;Oberösterreich;120;333;4;169;160;24561362
30.06.2022 00:00:00;5;Salzburg;41;132;0;107;25;10644930
30.06.2022 00:00:00;6;Steiermark;104;342;8;236;98;21136292
30.06.2022 00:00:00;7;Tirol;66;176;4;125;47;9597438
30.06.2022 00:00:00;8;Vorarlberg;30;52;3;29;20;7092138
30.06.2022 00:00:00;9;Wien;177;489;15;244;230;65962358
30.06.2022 00:00:00;10;Österreich;813;2083;41;1295;747;190517002
01.07.2022 00:00:00;1;Burgenland;30;60;3;33;24;5328512
01.07.2022 00:00:00;2;Kärnten;42;170;0;118;52;6633304
01.07.2022 00:00:00;3;Niederösterreich;193;329;8;227;94;39570655
01.07.2022 00:00:00;4;Oberösterreich;122;333;5;176;152;24567208
01.07.2022 00:00:00;5;Salzburg;38;131;0;107;24;10647174
01.07.2022 00:00:00;6;Steiermark;108;342;7;228;107;21143591
01.07.2022 00:00:00;7;Tirol;73;173;3;126;44;9600356
01.07.2022 00:00:00;8;Vorarlberg;33;52;3;29;20;7093824
01.07.2022 00:00:00;9;Wien;182;489;20;244;225;66025576
01.07.2022 00:00:00;10;Österreich;821;2079;49;1288;742;190610200
02.07.2022 00:00:00;1;Burgenland;30;60;3;33;24;5333396
02.07.2022 00:00:00;2;Kärnten;42;170;0;118;52;6633948
02.07.2022 00:00:00;3;Niederösterreich;212;329;9;217;103;39578255
02.07.2022 00:00:00;4;Oberösterreich;122;333;5;176;152;24571705
02.07.2022 00:00:00;5;Salzburg;38;131;0;107;24;10649058
02.07.2022 00:00:00;6;Steiermark;108;342;7;228;107;21148521
02.07.2022 00:00:00;7;Tirol;73;173;3;126;44;9603286
02.07.2022 00:00:00;8;Vorarlberg;33;52;3;29;20;7095473
02.07.2022 00:00:00;9;Wien;177;489;29;244;216;66088229
02.07.2022 00:00:00;10;Österreich;835;2079;59;1278;742;190701871
03.07.2022 00:00:00;1;Burgenland;30;60;3;33;24;5336560
03.07.2022 00:00:00;2;Kärnten;42;170;0;118;52;6634700
03.07.2022 00:00:00;3;Niederösterreich;194;329;9;194;126;39584115
03.07.2022 00:00:00;4;Oberösterreich;122;333;5;176;152;24575520
03.07.2022 00:00:00;5;Salzburg;38;131;0;107;24;10650422
03.07.2022 00:00:00;6;Steiermark;108;342;7;228;107;21154416
03.07.2022 00:00:00;7;Tirol;73;173;3;126;44;9605891
03.07.2022 00:00:00;8;Vorarlberg;33;52;3;29;20;7096687
03.07.2022 00:00:00;9;Wien;185;489;21;244;224;66130812
03.07.2022 00:00:00;10;Österreich;825;2079;51;1255;773;190769123
04.07.2022 00:00:00;1;Burgenland;29;60;3;34;23;5339237
04.07.2022 00:00:00;2;Kärnten;37;167;1;115;51;6635942
04.07.2022 00:00:00;3;Niederösterreich;205;329;7;198;124;39589153
04.07.2022 00:00:00;4;Oberösterreich;127;333;6;163;164;24578812
04.07.2022 00:00:00;5;Salzburg;43;131;0;84;47;10652012
04.07.2022 00:00:00;6;Steiermark;118;342;7;215;120;21158180
04.07.2022 00:00:00;7;Tirol;83;174;2;121;51;9607640
04.07.2022 00:00:00;8;Vorarlberg;49;52;2;25;25;7097834
04.07.2022 00:00:00;9;Wien;187;489;23;244;222;66174532
04.07.2022 00:00:00;10;Österreich;878;2077;51;1199;827;190833342
05.07.2022 00:00:00;1;Burgenland;26;60;2;32;26;5341873
05.07.2022 00:00:00;2;Kärnten;38;167;1;123;43;6640313
05.07.2022 00:00:00;3;Niederösterreich;228;329;8;213;108;39612887
05.07.2022 00:00:00;4;Oberösterreich;128;333;5;176;152;24593789
05.07.2022 00:00:00;5;Salzburg;42;133;0;92;41;10661429
05.07.2022 00:00:00;6;Steiermark;132;342;6;221;115;21164595
05.07.2022 00:00:00;7;Tirol;80;174;6;123;45;9611842
05.07.2022 00:00:00;8;Vorarlberg;39;52;2;27;23;7099139
05.07.2022 00:00:00;9;Wien;213;489;26;244;219;66244356
05.07.2022 00:00:00;10;Österreich;926;2079;56;1251;772;190970223
06.07.2022 00:00:00;1;Burgenland;29;60;6;28;26;5346530
06.07.2022 00:00:00;2;Kärnten;46;167;0;125;42;6642464
06.07.2022 00:00:00;3;Niederösterreich;206;329;7;223;99;39621526
06.07.2022 00:00:00;4;Oberösterreich;126;333;4;176;153;24600352
06.07.2022 00:00:00;5;Salzburg;44;133;0;99;34;10663945
06.07.2022 00:00:00;6;Steiermark;131;340;8;223;109;21184532
06.07.2022 00:00:00;7;Tirol;81;169;4;125;40;9615321
06.07.2022 00:00:00;8;Vorarlberg;41;52;2;27;23;7101443
06.07.2022 00:00:00;9;Wien;196;489;27;244;218;66306135
06.07.2022 00:00:00;10;Österreich;900;2072;58;1270;744;191082248
07.07.2022 00:00:00;1;Burgenland;30;60;6;31;23;5349942
07.07.2022 00:00:00;2;Kärnten;58;167;2;125;40;6645081
07.07.2022 00:00:00;3;Niederösterreich;226;329;6;229;94;39633407
07.07.2022 00:00:00;4;Oberösterreich;135;333;8;174;151;24615100
07.07.2022 00:00:00;5;Salzburg;44;132;0;113;19;10666284
07.07.2022 00:00:00;6;Steiermark;134;340;8;217;115;21192733
07.07.2022 00:00:00;7;Tirol;90;176;5;120;51;9618852
07.07.2022 00:00:00;8;Vorarlberg;40;52;1;27;24;7103562
07.07.2022 00:00:00;9;Wien;204;489;27;244;218;66339481
07.07.2022 00:00:00;10;Österreich;961;2078;63;1280;735;191164442
08.07.2022 00:00:00;1;Burgenland;38;60;6;32;22;5352851
08.07.2022 00:00:00;2;Kärnten;51;167;4;133;30;6646445
08.07.2022 00:00:00;3;Niederösterreich;211;329;6;229;94;39639698
08.07.2022 00:00:00;4;Oberösterreich;128;333;9;166;158;24621022
08.07.2022 00:00:00;5;Salzburg;46;132;0;104;28;10668678
08.07.2022 00:00:00;6;Steiermark;136;340;6;217;117;21206691
08.07.2022 00:00:00;7;Tirol;88;176;2;115;59;9621798
08.07.2022 00:00:00;8;Vorarlberg;37;52;1;30;21;7105188
08.07.2022 00:00:00;9;Wien;195;489;23;244;222;66406390
08.07.2022 00:00:00;10;Österreich;930;2078;57;1270;751;191268761
09.07.2022 00:00:00;1;Burgenland;38;60;6;32;22;5359613
09.07.2022 00:00:00;2;Kärnten;51;167;4;133;30;6647323
09.07.2022 00:00:00;3;Niederösterreich;217;329;6;227;96;39647416
09.07.2022 00:00:00;4;Oberösterreich;128;333;9;166;158;24626213
09.07.2022 00:00:00;5;Salzburg;46;132;0;104;28;10670428
09.07.2022 00:00:00;6;Steiermark;136;340;6;217;117;21213395
09.07.2022 00:00:00;7;Tirol;88;176;2;115;59;9624848
09.07.2022 00:00:00;8;Vorarlberg;37;52;1;30;21;7107019
09.07.2022 00:00:00;9;Wien;212;489;21;244;224;66475836
09.07.2022 00:00:00;10;Österreich;953;2078;55;1268;755;191372091
10.07.2022 00:00:00;1;Burgenland;38;60;6;32;22;5362971
10.07.2022 00:00:00;2;Kärnten;51;167;4;133;30;6648076
10.07.2022 00:00:00;3;Niederösterreich;209;329;7;222;100;39652954
10.07.2022 00:00:00;4;Oberösterreich;128;333;9;166;158;24629848
10.07.2022 00:00:00;5;Salzburg;46;132;0;104;28;10672087
10.07.2022 00:00:00;6;Steiermark;136;340;6;217;117;21219635
10.07.2022 00:00:00;7;Tirol;88;176;2;115;59;9627661
10.07.2022 00:00:00;8;Vorarlberg;37;52;1;30;21;7108114
10.07.2022 00:00:00;9;Wien;227;489;15;244;230;66507145
10.07.2022 00:00:00;10;Österreich;960;2078;50;1263;765;191428491
11.07.2022 00:00:00;1;Burgenland;33;60;9;22;29;5365533
11.07.2022 00:00:00;2;Kärnten;62;170;4;129;37;6648981
11.07.2022 00:00:00;3;Niederösterreich;232;329;9;219;101;39657940
11.07.2022 00:00:00;4;Oberösterreich;122;333;9;155;169;24633883
11.07.2022 00:00:00;5;Salzburg;49;132;0;85;47;10673599
11.07.2022 00:00:00;6;Steiermark;146;340;5;214;121;21223319
11.07.2022 00:00:00;7;Tirol;118;169;3;104;62;9629293
11.07.2022 00:00:00;8;Vorarlberg;47;52;0;31;21;7109521
11.07.2022 00:00:00;9;Wien;237;489;18;244;227;66550923
11.07.2022 00:00:00;10;Österreich;1046;2074;57;1203;814;191492992
12.07.2022 00:00:00;1;Burgenland;36;60;10;27;23;5368444
12.07.2022 00:00:00;2;Kärnten;63;170;2;128;40;6651629
12.07.2022 00:00:00;3;Niederösterreich;264;329;10;233;86;39666179
12.07.2022 00:00:00;4;Oberösterreich;118;333;7;162;164;24645247
12.07.2022 00:00:00;5;Salzburg;54;132;0;87;45;10683580
12.07.2022 00:00:00;6;Steiermark;152;340;7;219;114;21230164
12.07.2022 00:00:00;7;Tirol;108;170;2;117;51;9632046
12.07.2022 00:00:00;8;Vorarlberg;45;52;1;31;20;7112017
12.07.2022 00:00:00;9;Wien;227;489;17;244;228;66613096
12.07.2022 00:00:00;10;Österreich;1067;2075;56;1248;771;191602402
13.07.2022 00:00:00;1;Burgenland;39;60;9;31;20;5373526
13.07.2022 00:00:00;2;Kärnten;73;173;2;131;40;6654282
13.07.2022 00:00:00;3;Niederösterreich;265;329;14;235;80;39677515
13.07.2022 00:00:00;4;Oberösterreich;125;333;11;174;148;24652052
13.07.2022 00:00:00;5;Salzburg;55;132;0;94;38;10686550
13.07.2022 00:00:00;6;Steiermark;161;340;7;222;111;21252367
13.07.2022 00:00:00;7;Tirol;107;177;3;137;37;9637903
13.07.2022 00:00:00;8;Vorarlberg;34;52;2;32;18;7114027
13.07.2022 00:00:00;9;Wien;226;489;18;244;227;66675486
13.07.2022 00:00:00;10;Österreich;1085;2085;66;1300;719;191723708
14.07.2022 00:00:00;1;Burgenland;36;60;10;32;18;5377607
14.07.2022 00:00:00;2;Kärnten;73;173;3;124;46;6657085
14.07.2022 00:00:00;3;Niederösterreich;265;329;13;238;78;39777639
14.07.2022 00:00:00;4;Oberösterreich;137;333;10;170;153;24667330
14.07.2022 00:00:00;5;Salzburg;61;132;1;92;39;10688978
14.07.2022 00:00:00;6;Steiermark;149;340;10;226;104;21259968
14.07.2022 00:00:00;7;Tirol;111;176;2;132;42;9641775
14.07.2022 00:00:00;8;Vorarlberg;39;52;2;25;25;7115881
14.07.2022 00:00:00;9;Wien;224;489;20;244;225;66719270
14.07.2022 00:00:00;10;Österreich;1095;2084;71;1283;730;191905533
15.07.2022 00:00:00;1;Burgenland;40;60;9;37;14;5381025
15.07.2022 00:00:00;2;Kärnten;75;173;3;123;47;6658579
15.07.2022 00:00:00;3;Niederösterreich;263;329;16;203;110;39838742
15.07.2022 00:00:00;4;Oberösterreich;152;333;11;163;159;24673597
15.07.2022 00:00:00;5;Salzburg;66;132;1;100;31;10691173
15.07.2022 00:00:00;6;Steiermark;143;340;10;222;108;21268592
15.07.2022 00:00:00;7;Tirol;107;176;5;124;47;9645151
15.07.2022 00:00:00;8;Vorarlberg;38;52;2;31;19;7117859
15.07.2022 00:00:00;9;Wien;249;489;21;244;224;66785398
15.07.2022 00:00:00;10;Österreich;1133;2084;78;1247;759;192060116
16.07.2022 00:00:00;1;Burgenland;40;60;9;37;14;5385054
16.07.2022 00:00:00;2;Kärnten;75;173;3;123;47;6659413
16.07.2022 00:00:00;3;Niederösterreich;283;329;10;192;127;39884068
16.07.2022 00:00:00;4;Oberösterreich;152;333;11;163;159;24678989
16.07.2022 00:00:00;5;Salzburg;66;132;1;100;31;10693771
16.07.2022 00:00:00;6;Steiermark;143;340;10;222;108;21275146
16.07.2022 00:00:00;7;Tirol;107;176;5;124;47;9648500
16.07.2022 00:00:00;8;Vorarlberg;38;52;2;31;19;7119678
16.07.2022 00:00:00;9;Wien;261;489;24;244;221;66830556
16.07.2022 00:00:00;10;Österreich;1165;2084;75;1236;773;192175175
17.07.2022 00:00:00;1;Burgenland;40;60;9;37;14;5388090
17.07.2022 00:00:00;2;Kärnten;75;173;3;123;47;6660190
17.07.2022 00:00:00;3;Niederösterreich;298;329;10;182;137;39889826
17.07.2022 00:00:00;4;Oberösterreich;152;333;11;163;159;24683122
17.07.2022 00:00:00;5;Salzburg;66;132;1;100;31;10695418
17.07.2022 00:00:00;6;Steiermark;143;340;10;222;108;21281451
17.07.2022 00:00:00;7;Tirol;107;176;5;124;47;9651455
17.07.2022 00:00:00;8;Vorarlberg;38;52;2;31;19;7121238
17.07.2022 00:00:00;9;Wien;274;489;20;244;225;66870325
17.07.2022 00:00:00;10;Österreich;1193;2084;71;1226;787;192241115
18.07.2022 00:00:00;1;Burgenland;52;60;8;30;22;5390688
18.07.2022 00:00:00;2;Kärnten;86;173;5;125;43;6661424
18.07.2022 00:00:00;3;Niederösterreich;309;329;11;183;135;39895021
18.07.2022 00:00:00;4;Oberösterreich;179;333;9;149;175;24686881
18.07.2022 00:00:00;5;Salzburg;59;131;0;94;37;10697084
18.07.2022 00:00:00;6;Steiermark;183;340;17;190;133;21284285
18.07.2022 00:00:00;7;Tirol;126;175;5;121;49;9653609
18.07.2022 00:00:00;8;Vorarlberg;51;52;1;29;22;7122654
18.07.2022 00:00:00;9;Wien;256;489;20;244;225;66907087
18.07.2022 00:00:00;10;Österreich;1301;2082;76;1165;841;192298733
19.07.2022 00:00:00;1;Burgenland;48;60;8;31;21;5393358
19.07.2022 00:00:00;2;Kärnten;86;173;5;133;35;6665291
19.07.2022 00:00:00;3;Niederösterreich;342;329;13;198;118;39904081
19.07.2022 00:00:00;4;Oberösterreich;201;333;14;150;169;24697987
19.07.2022 00:00:00;5;Salzburg;63;132;0;92;40;10715086
19.07.2022 00:00:00;6;Steiermark;180;340;18;204;118;21290421
19.07.2022 00:00:00;7;Tirol;120;173;7;129;37;9658270
19.07.2022 00:00:00;8;Vorarlberg;47;52;2;29;21;7124714
19.07.2022 00:00:00;9;Wien;312;489;23;244;222;66969595
19.07.2022 00:00:00;10;Österreich;1399;2081;90;1210;781;192418803
20.07.2022 00:00:00;1;Burgenland;52;60;7;31;22;5398937
20.07.2022 00:00:00;2;Kärnten;91;173;4;129;40;6668335
20.07.2022 00:00:00;3;Niederösterreich;342;329;14;213;102;39914099
20.07.2022 00:00:00;4;Oberösterreich;196;333;8;153;172;24704808
20.07.2022 00:00:00;5;Salzburg;67;131;0;102;29;10716500
20.07.2022 00:00:00;6;Steiermark;188;340;20;210;110;21313183
20.07.2022 00:00:00;7;Tirol;130;172;6;131;35;9662033
20.07.2022 00:00:00;8;Vorarlberg;43;52;1;26;25;7126728
20.07.2022 00:00:00;9;Wien;319;489;16;244;229;67028543
20.07.2022 00:00:00;10;Österreich;1428;2079;76;1239;764;192533166
21.07.2022 00:00:00;1;Burgenland;45;60;7;30;23;5402547
21.07.2022 00:00:00;2;Kärnten;97;173;3;129;41;6670359
21.07.2022 00:00:00;3;Niederösterreich;303;329;18;200;111;39924726
21.07.2022 00:00:00;4;Oberösterreich;204;333;8;175;150;24719530
21.07.2022 00:00:00;5;Salzburg;66;132;1;106;25;10718677
21.07.2022 00:00:00;6;Steiermark;177;340;18;203;119;21320685
21.07.2022 00:00:00;7;Tirol;139;173;6;132;35;9665356
21.07.2022 00:00:00;8;Vorarlberg;44;52;2;28;22;7128622
21.07.2022 00:00:00;9;Wien;315;489;17;244;228;67083943
21.07.2022 00:00:00;10;Österreich;1390;2081;80;1247;754;192634445
22.07.2022 00:00:00;1;Burgenland;48;60;7;35;18;5405836
22.07.2022 00:00:00;2;Kärnten;97;173;3;129;41;6671499
22.07.2022 00:00:00;3;Niederösterreich;308;329;16;202;111;39969762
22.07.2022 00:00:00;4;Oberösterreich;215;333;10;160;163;24724960
22.07.2022 00:00:00;5;Salzburg;72;131;1;97;33;10721235
22.07.2022 00:00:00;6;Steiermark;172;340;14;204;122;21327008
22.07.2022 00:00:00;7;Tirol;125;170;7;120;43;9668414
22.07.2022 00:00:00;8;Vorarlberg;45;52;4;28;20;7130332
22.07.2022 00:00:00;9;Wien;334;489;18;244;227;67134193
22.07.2022 00:00:00;10;Österreich;1416;2077;80;1219;778;192753239
23.07.2022 00:00:00;1;Burgenland;48;60;7;35;18;5411364
23.07.2022 00:00:00;2;Kärnten;97;173;3;129;41;6672461
23.07.2022 00:00:00;3;Niederösterreich;320;329;15;185;129;39977620
23.07.2022 00:00:00;4;Oberösterreich;215;333;10;160;163;24729909
23.07.2022 00:00:00;5;Salzburg;72;131;1;97;33;10722975
23.07.2022 00:00:00;6;Steiermark;172;340;14;204;122;21333135
23.07.2022 00:00:00;7;Tirol;125;170;7;120;43;9671390
23.07.2022 00:00:00;8;Vorarlberg;45;52;4;28;20;7131971
23.07.2022 00:00:00;9;Wien;348;489;19;244;226;67182268
23.07.2022 00:00:00;10;Österreich;1442;2077;80;1202;795;192833093
24.07.2022 00:00:00;1;Burgenland;48;60;7;35;18;5414438
24.07.2022 00:00:00;2;Kärnten;97;173;3;129;41;6673285
24.07.2022 00:00:00;3;Niederösterreich;314;329;16;184;129;39983787
24.07.2022 00:00:00;4;Oberösterreich;215;333;10;160;163;24733921
24.07.2022 00:00:00;5;Salzburg;72;131;1;97;33;10725083
24.07.2022 00:00:00;6;Steiermark;172;340;14;204;122;21339044
24.07.2022 00:00:00;7;Tirol;125;170;7;120;43;9674185
24.07.2022 00:00:00;8;Vorarlberg;45;52;4;28;20;7132855
24.07.2022 00:00:00;9;Wien;326;489;25;244;220;67218613
24.07.2022 00:00:00;10;Österreich;1414;2077;87;1201;789;192895211
25.07.2022 00:00:00;1;Burgenland;66;60;12;26;22;5416819
25.07.2022 00:00:00;2;Kärnten;101;173;3;122;48;6674704
25.07.2022 00:00:00;3;Niederösterreich;335;329;15;186;128;39988578
25.07.2022 00:00:00;4;Oberösterreich;258;333;9;147;177;24737570
25.07.2022 00:00:00;5;Salzburg;66;131;2;93;36;10726469
25.07.2022 00:00:00;6;Steiermark;184;340;13;191;136;21342628
25.07.2022 00:00:00;7;Tirol;132;173;6;114;53;9675954
25.07.2022 00:00:00;8;Vorarlberg;55;52;5;28;19;7134043
25.07.2022 00:00:00;9;Wien;351;489;23;244;222;67250277
25.07.2022 00:00:00;10;Österreich;1548;2080;88;1151;841;192947042
26.07.2022 00:00:00;1;Burgenland;76;60;9;27;24;5421107
26.07.2022 00:00:00;2;Kärnten;104;173;2;134;37;6677623
26.07.2022 00:00:00;3;Niederösterreich;382;329;14;211;104;39996701
26.07.2022 00:00:00;4;Oberösterreich;258;333;12;155;166;24738745
26.07.2022 00:00:00;5;Salzburg;68;132;1;96;35;10743852
26.07.2022 00:00:00;6;Steiermark;173;340;14;202;124;21347987
26.07.2022 00:00:00;7;Tirol;127;173;8;118;47;9679934
26.07.2022 00:00:00;8;Vorarlberg;52;52;5;30;17;7135553
26.07.2022 00:00:00;9;Wien;364;489;28;244;217;67308909
26.07.2022 00:00:00;10;Österreich;1604;2081;93;1217;771;193050411
27.07.2022 00:00:00;1;Burgenland;78;60;11;26;23;5424891
27.07.2022 00:00:00;2;Kärnten;98;173;3;127;43;6680843
27.07.2022 00:00:00;3;Niederösterreich;371;329;19;210;100;40008148
27.07.2022 00:00:00;4;Oberösterreich;248;333;11;170;152;24752661
27.07.2022 00:00:00;5;Salzburg;66;131;2;96;33;10745908
27.07.2022 00:00:00;6;Steiermark;183;338;13;220;105;21367225
27.07.2022 00:00:00;7;Tirol;132;173;8;131;34;9682922
27.07.2022 00:00:00;8;Vorarlberg;45;52;4;31;17;7137075
27.07.2022 00:00:00;9;Wien;397;489;30;244;215;67363271
27.07.2022 00:00:00;10;Österreich;1618;2078;101;1255;722;193162944
28.07.2022 00:00:00;1;Burgenland;74;60;12;26;22;5428578
28.07.2022 00:00:00;2;Kärnten;104;173;2;131;40;6682550
28.07.2022 00:00:00;3;Niederösterreich;332;329;14;199;116;40014472
28.07.2022 00:00:00;4;Oberösterreich;237;333;5;163;165;24767991
28.07.2022 00:00:00;5;Salzburg;66;131;3;102;26;10748133
28.07.2022 00:00:00;6;Steiermark;183;338;11;217;110;21369168
28.07.2022 00:00:00;7;Tirol;112;173;6;129;38;9685549
28.07.2022 00:00:00;8;Vorarlberg;43;52;4;29;19;7138130
28.07.2022 00:00:00;9;Wien;413;489;41;244;204;67410998
28.07.2022 00:00:00;10;Österreich;1564;2078;98;1240;740;193245569
29.07.2022 00:00:00;1;Burgenland;67;60;12;24;24;5431870
29.07.2022 00:00:00;2;Kärnten;110;173;3;128;42;6687719
29.07.2022 00:00:00;3;Niederösterreich;328;329;13;211;105;40021893
29.07.2022 00:00:00;4;Oberösterreich;222;333;6;167;160;24772810
29.07.2022 00:00:00;5;Salzburg;68;132;2;102;28;10750134
29.07.2022 00:00:00;6;Steiermark;174;333;12;217;104;21380122
29.07.2022 00:00:00;7;Tirol;113;173;5;130;38;9687608
29.07.2022 00:00:00;8;Vorarlberg;45;52;4;25;23;7139587
29.07.2022 00:00:00;9;Wien;436;489;34;244;211;67455627
29.07.2022 00:00:00;10;Österreich;1563;2074;91;1248;735;193327370
30.07.2022 00:00:00;1;Burgenland;67;60;12;24;24;5435536
30.07.2022 00:00:00;2;Kärnten;110;173;3;128;42;6688509
30.07.2022 00:00:00;3;Niederösterreich;302;329;12;204;113;40028986
30.07.2022 00:00:00;4;Oberösterreich;222;333;6;167;160;24776830
30.07.2022 00:00:00;5;Salzburg;68;132;2;102;28;10751721
30.07.2022 00:00:00;6;Steiermark;174;333;12;217;104;21384960
30.07.2022 00:00:00;7;Tirol;113;173;5;130;38;9689884
30.07.2022 00:00:00;8;Vorarlberg;45;52;4;25;23;7140525
30.07.2022 00:00:00;9;Wien;403;489;34;244;211;67497217
30.07.2022 00:00:00;10;Österreich;1504;2074;90;1241;743;193394168
31.07.2022 00:00:00;1;Burgenland;67;60;12;24;24;5438338
31.07.2022 00:00:00;2;Kärnten;110;173;3;128;42;6689261
31.07.2022 00:00:00;3;Niederösterreich;281;329;12;187;130;40035500
31.07.2022 00:00:00;4;Oberösterreich;222;333;6;167;160;24779626
31.07.2022 00:00:00;5;Salzburg;68;132;2;102;28;10752939
31.07.2022 00:00:00;6;Steiermark;174;333;12;217;104;21385712
31.07.2022 00:00:00;7;Tirol;113;173;5;130;38;9691849
31.07.2022 00:00:00;8;Vorarlberg;45;52;4;25;23;7141254
31.07.2022 00:00:00;9;Wien;385;489;31;244;214;67529552
31.07.2022 00:00:00;10;Österreich;1465;2074;87;1224;763;193444031
01.08.2022 00:00:00;1;Burgenland;68;60;9;25;26;5439904
01.08.2022 00:00:00;2;Kärnten;107;173;5;103;65;6689958
01.08.2022 00:00:00;3;Niederösterreich;296;329;15;194;120;40039754
01.08.2022 00:00:00;4;Oberösterreich;211;333;7;158;168;24782536
01.08.2022 00:00:00;5;Salzburg;68;131;2;97;32;10754300
01.08.2022 00:00:00;6;Steiermark;182;333;8;201;124;21393094
01.08.2022 00:00:00;7;Tirol;107;164;3;117;44;9693371
01.08.2022 00:00:00;8;Vorarlberg;30;52;3;28;21;7141820
01.08.2022 00:00:00;9;Wien;408;489;30;244;215;67560959
01.08.2022 00:00:00;10;Österreich;1477;2064;82;1167;815;193495696
02.08.2022 00:00:00;1;Burgenland;62;60;9;32;19;5443162
02.08.2022 00:00:00;2;Kärnten;107;173;4;107;62;6693361
02.08.2022 00:00:00;3;Niederösterreich;309;329;18;204;107;40047037
02.08.2022 00:00:00;4;Oberösterreich;179;333;7;162;164;24791930
02.08.2022 00:00:00;5;Salzburg;73;131;2;101;28;10770057
02.08.2022 00:00:00;6;Steiermark;176;333;9;213;111;21397591
02.08.2022 00:00:00;7;Tirol;103;165;3;117;45;9696314
02.08.2022 00:00:00;8;Vorarlberg;29;52;2;33;17;7142846
02.08.2022 00:00:00;9;Wien;423;489;32;244;213;67615728
02.08.2022 00:00:00;10;Österreich;1461;2065;86;1213;766;193598026
03.08.2022 00:00:00;1;Burgenland;59;60;7;29;24;5446623
03.08.2022 00:00:00;2;Kärnten;93;173;5;117;51;6695948
03.08.2022 00:00:00;3;Niederösterreich;269;329;12;211;106;40057375
03.08.2022 00:00:00;4;Oberösterreich;173;333;6;165;162;24796644
03.08.2022 00:00:00;5;Salzburg;76;131;2;104;25;10764312
03.08.2022 00:00:00;6;Steiermark;163;333;8;218;107;21405533
03.08.2022 00:00:00;7;Tirol;109;167;2;119;46;9698384
03.08.2022 00:00:00;8;Vorarlberg;31;52;2;33;17;7143899
03.08.2022 00:00:00;9;Wien;412;489;35;244;210;67662871
03.08.2022 00:00:00;10;Österreich;1385;2067;79;1240;748;193671589
04.08.2022 00:00:00;1;Burgenland;62;60;9;29;22;5450697
04.08.2022 00:00:00;2;Kärnten;93;173;4;118;51;6700916
04.08.2022 00:00:00;3;Niederösterreich;280;329;17;197;115;40064733
04.08.2022 00:00:00;4;Oberösterreich;165;333;6;170;157;24809235
04.08.2022 00:00:00;5;Salzburg;75;133;2;110;21;10765890
04.08.2022 00:00:00;6;Steiermark;159;333;8;223;102;21423402
04.08.2022 00:00:00;7;Tirol;95;167;2;128;37;9700638
04.08.2022 00:00:00;8;Vorarlberg;32;52;1;29;22;7144801
04.08.2022 00:00:00;9;Wien;477;489;34;244;211;67705425
04.08.2022 00:00:00;10;Österreich;1438;2069;83;1248;738;193765737
05.08.2022 00:00:00;1;Burgenland;70;60;7;24;29;5453483
05.08.2022 00:00:00;2;Kärnten;84;173;6;122;45;6701651
05.08.2022 00:00:00;3;Niederösterreich;281;329;12;200;117;40071127
05.08.2022 00:00:00;4;Oberösterreich;147;333;5;173;155;24813114
05.08.2022 00:00:00;5;Salzburg;70;131;2;101;28;10767164
05.08.2022 00:00:00;6;Steiermark;150;333;10;217;106;21428595
05.08.2022 00:00:00;7;Tirol;92;167;3;125;39;9702548
05.08.2022 00:00:00;8;Vorarlberg;33;52;1;26;25;7145558
05.08.2022 00:00:00;9;Wien;461;489;27;244;218;67747707
05.08.2022 00:00:00;10;Österreich;1388;2067;73;1232;762;193830947
06.08.2022 00:00:00;1;Burgenland;70;60;7;24;29;5456625
06.08.2022 00:00:00;2;Kärnten;84;173;6;122;45;6702198
06.08.2022 00:00:00;3;Niederösterreich;267;329;13;186;130;40077996
06.08.2022 00:00:00;4;Oberösterreich;147;333;5;173;155;24816386
